Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified
0,0,0,0,0
25,58,0,1,0
50,210,0,1,0
75,290,0,1,0
100,376,0,1,0
125,472,0,2,0
150,574,0,7,0
175,676,0,7,0
200,676,0,9,0
225,788,0,12,0
250,902,0,18,0
275,902,0,28,0
300,902,0,36,0
325,902,0,40,0
350,902,0,46,0
375,902,0,54,0
400,1016,0,61,0
425,1016,0,71,0
450,1130,0,80,0
475,1130,0,90,0
500,1130,0,104,0
525,1130,0,115,0
550,1130,0,123,0
575,1130,0,134,0
600,1130,0,142,0
625,1130,0,150,0
650,1130,0,162,0
675,1244,0,173,0
700,1244,0,184,0
725,1244,0,194,0
750,1244,0,210,0
775,1244,0,223,0
800,1244,0,233,0
825,1244,0,246,0
850,1244,0,252,0
875,1358,0,265,0
900,1358,0,273,0
925,1358,0,284,0
950,1358,0,293,0
975,1358,0,304,0
1000,1358,0,318,0
1025,1358,0,329,0
1050,1358,0,342,0
1075,1472,0,353,0
1100,1472,0,368,0
1125,1472,0,381,0
1150,1472,0,391,0
1175,1472,0,407,0
1200,1472,0,423,0
1225,1472,0,440,0
1250,1472,0,453,0
1275,1472,0,462,0
1300,1472,0,478,0
1325,1472,0,489,0
1350,1472,0,503,0
1375,1472,0,518,0
1400,1586,0,535,0
1425,1586,0,545,0
1450,1586,0,557,0
1475,1586,0,574,0
1500,1586,0,586,0
1525,1586,0,603,0
1550,1586,0,616,0
1575,1586,0,635,0
1600,1586,0,651,0
1625,1586,0,667,0
1650,1586,0,681,0
1675,1586,0,696,0
1700,1586,0,707,0
1725,1586,0,720,0
1750,1586,0,734,0
1775,1700,0,750,0
1800,1700,0,761,0
1825,1700,0,780,0
1850,1700,0,792,0
1875,1700,0,809,0
1900,1700,0,823,0
1925,1700,0,834,0
1950,1700,0,849,0
1975,1700,0,864,0
2000,1700,0,876,0
2025,1700,0,885,0
2050,1700,0,901,0
2075,1700,0,924,0
2100,1700,0,945,0
2125,1700,0,965,0
2150,1700,0,987,0
2175,1814,0,1009,0
2200,1814,0,1031,0
2225,1814,0,1053,0
2250,1814,0,1074,0
2275,1814,0,1097,0
2300,1814,0,1118,0
2325,1814,0,1142,0
2350,1814,0,1165,0
2375,1814,0,1187,0
2400,1814,0,1207,0
2425,1814,0,1230,0
2450,1814,0,1251,0
2475,1814,0,1272,0
2500,1814,0,1291,0
2525,1814,0,1311,0
2550,1814,0,1334,0
2575,1814,0,1354,0
2600,1814,0,1374,0
2625,1928,0,1395,0
2650,1928,0,1414,0
2675,1928,0,1435,0
2700,1928,0,1457,0
2725,1928,0,1476,0
2750,1928,0,1497,0
2775,1928,0,1517,0
2800,1928,0,1538,0
2825,1928,0,1555,0
2850,1928,0,1572,0
2875,1928,0,1595,0
2900,1928,0,1614,0
2925,1928,0,1634,0
2950,2042,0,1652,0
2975,2042,0,1670,0
3000,2042,0,1692,0
3025,2042,0,1711,0
3050,2042,0,1732,0
3075,2042,0,1752,0
3100,2042,0,1769,0
3125,2042,0,1784,0
3150,2042,0,1805,0
3175,2042,0,1822,0
3200,2042,0,1843,0
3225,2042,0,1860,0
3250,2042,0,1878,0
3275,2042,0,1893,0
3300,2042,0,1910,0
3325,2042,0,1930,0
3350,2042,0,1948,0
3375,2042,0,1967,0
3400,2042,0,1985,0
3425,2042,0,2003,0
3450,2042,0,2016,0
3475,2042,0,2033,0
3500,2156,0,2048,0
3525,2156,0,2067,0
3550,2156,0,2084,2
3575,2156,0,2102,2
3600,2156,0,2120,4
3625,2156,0,2131,4
3650,2156,0,2146,26
3675,2156,0,2163,26
3700,2156,0,2177,26
3725,2156,0,2189,36
3750,2156,0,2204,36
3775,2156,0,2221,40
3800,2156,0,2239,40
3825,2270,0,2255,56
3850,2270,0,2269,56
3875,2270,0,2283,56
3900,2270,0,2303,68
3925,2270,0,2317,68
3950,2270,0,2333,86
3975,2270,0,2346,86
4000,2270,0,2362,88
4025,2270,0,2379,88
4050,2270,0,2392,100
4075,2270,0,2403,100
4100,2270,0,2418,100
4125,2270,0,2428,102
4150,2270,0,2439,102
4175,2270,0,2453,110
4200,2270,0,2466,110
4225,2270,0,2481,124
4250,2270,0,2498,124
4275,2270,0,2514,124
4300,2270,0,2529,130
4325,2270,0,2542,130
4350,2270,0,2556,140
4375,2270,0,2569,140
4400,2270,0,2584,144
4425,2384,0,2597,144
4450,2384,0,2613,146
4475,2384,0,2626,146
4500,2384,0,2639,146
4525,2384,0,2654,156
4550,2384,0,2666,156
4575,2384,0,2678,168
4600,2384,0,2693,168
4625,2384,0,2702,170
4650,2384,0,2716,170
4675,2384,0,2730,172
4700,2384,0,2744,172
4725,2384,0,2752,172
4750,2384,0,2764,174
4775,2384,0,2776,174
4800,2384,0,2786,180
4825,2384,0,2800,180
4850,2384,0,2812,194
4875,2384,0,2824,194
4900,2384,0,2838,194
4925,2384,0,2851,196
4950,2384,0,2862,196
4975,2498,0,2876,216
5000,2498,0,2892,216
5025,2498,0,2904,218
5050,2498,0,2913,218
5075,2498,0,2929,220
5100,2498,0,2941,220
5125,2498,0,2953,220
5150,2498,0,2962,240
5175,2498,0,2977,240
5200,2498,0,2989,242
5225,2498,0,3004,242
5250,2498,0,3019,244
5275,2498,0,3032,244
5300,2498,0,3043,244
5325,2498,0,3054,260
5350,2498,0,3065,260
5375,2498,0,3076,272
5400,2498,0,3088,272
5425,2498,0,3103,274
5450,2498,0,3114,274
5475,2498,0,3128,278
5500,2498,0,3138,278
5525,2498,0,3149,278
5550,2498,0,3160,284
5575,2498,0,3168,284
5600,2498,0,3178,298
5625,2498,0,3193,298
5650,2612,0,3206,302
5675,2612,0,3218,302
5700,2612,0,3227,302
5725,2612,0,3239,310
5750,2612,0,3251,310
5775,2612,0,3262,312
5800,2612,0,3274,312
5825,2612,0,3284,320
5850,2612,0,3295,320
5875,2612,0,3305,322
5900,2612,0,3319,322
5925,2612,0,3330,322
5950,2612,0,3341,324
5975,2612,0,3355,324
6000,2612,0,3364,326
6025,2612,0,3376,326
6050,2612,0,3385,336
6075,2612,0,3394,336
6100,2612,0,3405,340
6125,2612,0,3416,340
6150,2612,0,3428,340
6175,2612,0,3438,342
6200,2612,0,3452,342
6225,2612,0,3459,344
6250,2612,0,3468,344
6275,2612,0,3479,346
6300,2612,0,3487,346
6325,2612,0,3503,346
6350,2612,0,3513,350
6375,2726,0,3517,350
6400,2726,0,3529,356
6425,2726,0,3540,356
6450,2726,0,3554,358
6475,2726,0,3563,358
6500,2726,0,3570,360
6525,2726,0,3581,360
6550,2726,0,3592,360
6575,2726,0,3601,362
6600,2726,0,3610,362
6625,2726,0,3623,376
6650,2726,0,3634,376
6675,2726,0,3647,378
6700,2726,0,3656,378
6725,2726,0,3663,378
6750,2726,0,3673,388
6775,2726,0,3681,388
6800,2726,0,3692,390
6825,2726,0,3703,390
6850,2726,0,3715,408
6875,2726,0,3724,408
6900,2726,0,3733,424
6925,2726,0,3744,424
6950,2726,0,3754,424
6975,2726,0,3763,426
7000,2726,0,3772,426
7025,2726,0,3780,428
7050,2726,0,3790,428
7075,2840,0,3800,440
7100,2840,0,3811,440
7125,2840,0,3822,440
7150,2840,0,3830,446
7175,2840,0,3841,446
7200,2840,0,3852,448
7225,2840,0,3860,448
7250,2840,0,3868,450
7275,2840,0,3879,450
7300,2840,0,3891,452
7325,2840,0,3902,452
7350,2840,0,3910,452
7375,2840,0,3916,454
7400,2840,0,3925,454
7425,2840,0,3936,458
7450,2840,0,3946,458
7475,2840,0,3957,462
7500,2840,0,3962,462
7525,2840,0,3974,464
7550,2840,0,3982,464
7575,2840,0,3991,464
7600,2840,0,3997,466
7625,2840,0,4009,466
7650,2840,0,4020,478
7675,2840,0,4028,478
7700,2840,0,4033,480
7725,2840,0,4044,480
7750,2840,0,4055,480
7775,2840,0,4066,482
7800,2840,0,4072,482
7825,2840,0,4079,490
7850,2840,0,4092,490
7875,2840,0,4097,494
7900,2840,0,4108,494
7925,2840,0,4118,502
7950,2840,0,4125,502
7975,2840,0,4131,502
8000,2954,0,4140,508
8025,2954,0,4150,508
8050,2954,0,4158,510
8075,2954,0,4165,510
8100,2954,0,4172,514
8125,2954,0,4181,514
8150,2954,0,4188,514
8175,2954,0,4197,528
8200,2954,0,4201,528
8225,2954,0,4204,536
8250,2954,0,4206,536
8275,2954,0,4211,546
8300,2954,0,4219,546
8325,2954,0,4226,558
8350,2954,0,4233,558
8375,2954,0,4239,558
8400,2954,0,4245,572
8425,2954,0,4253,572
8450,2954,0,4264,574
8475,2954,0,4272,574
8500,2954,0,4279,576
8525,2954,0,4289,576
8550,2954,0,4295,576
8575,2954,0,4299,582
8600,2954,0,4307,582
8625,2954,0,4313,602
8650,2954,0,4322,602
8675,2954,0,4330,604
8700,2954,0,4339,604
8725,2954,0,4344,606
8750,2954,0,4350,606
8775,2954,0,4358,606
8800,2954,0,4364,608
8825,2954,0,4375,608
8850,2954,0,4379,620
8875,2954,0,4386,620
8900,2954,0,4395,622
8925,2954,0,4402,622
8950,2954,0,4411,624
8975,3068,0,4417,624
9000,3068,0,4423,624
9025,3068,0,4432,626
9050,3068,0,4437,626
9075,3068,0,4444,628
9100,3068,0,4451,628
9125,3068,0,4460,630
9150,3068,0,4469,630
9175,3068,0,4474,630
9200,3068,0,4479,640
9225,3068,0,4488,640
9250,3068,0,4493,642
9275,3068,0,4496,642
9300,3068,0,4506,644
9325,3068,0,4513,644
9350,3068,0,4519,648
9375,3068,0,4526,648
9400,3068,0,4535,648
9425,3068,0,4539,654
9450,3068,0,4550,654
9475,3068,0,4555,656
9500,3068,0,4563,656
9525,3068,0,4570,660
9550,3068,0,4576,660
9575,3068,0,4583,660
9600,3068,0,4588,662
9625,3068,0,4592,662
9650,3068,0,4600,664
9675,3068,0,4606,664
9700,3068,0,4615,668
9725,3068,0,4619,668
9750,3068,0,4628,670
9775,3068,0,4635,670
9800,3182,0,4639,670
9825,3182,0,4646,672
9850,3182,0,4654,672
9875,3182,0,4659,674
9900,3182,0,4666,674
9925,3182,0,4674,676
9950,3182,0,4680,676
9975,3182,0,4686,676
10000,3182,0,4695,678
10025,3182,0,4700,678
10050,3182,0,4707,686
10075,3182,0,4715,686
10100,3182,0,4719,702
10125,3182,0,4726,702
10150,3182,0,4736,704
10175,3182,0,4742,704
10200,3182,0,4747,704
10225,3182,0,4752,706
10250,3182,0,4758,706
10275,3182,0,4763,708
10300,3182,0,4771,708
10325,3182,0,4777,724
10350,3182,0,4783,724
10375,3182,0,4787,736
10400,3182,0,4794,736
10425,3182,0,4801,736
10450,3182,0,4806,750
10475,3182,0,4814,750
10500,3182,0,4818,768
10525,3182,0,4827,768
10550,3182,0,4834,776
10575,3182,0,4839,776
10600,3182,0,4843,776
10625,3182,0,4850,782
10650,3296,0,4860,782
10675,3296,0,4868,784
10700,3296,0,4871,784
10725,3296,0,4881,798
10750,3296,0,4884,798
10775,3296,0,4890,800
10800,3296,0,4894,800
10825,3296,0,4900,800
10850,3296,0,4906,802
10875,3296,0,4914,802
10900,3296,0,4921,804
10925,3296,0,4927,804
10950,3296,0,4935,806
10975,3296,0,4941,806
11000,3296,0,4945,806
11025,3296,0,4954,808
11050,3296,0,4960,808
11075,3296,0,4963,820
11100,3296,0,4970,820
11125,3296,0,4978,824
11150,3296,0,4982,824
11175,3296,0,4986,828
11200,3296,0,4992,828
11225,3296,0,4998,828
11250,3296,0,5009,830
11275,3296,0,5011,830
11300,3296,0,5016,834
11325,3296,0,5021,834
11350,3296,0,5027,836
11375,3296,0,5035,836
11400,3296,0,5038,836
11425,3296,0,5041,838
11450,3296,0,5047,838
11475,3296,0,5053,840
11500,3296,0,5060,840
11525,3296,0,5066,846
11550,3296,0,5073,846
11575,3296,0,5079,848
11600,3296,0,5084,848
11625,3296,0,5088,848
11650,3296,0,5095,850
11675,3296,0,5103,850
11700,3296,0,5106,852
11725,3296,0,5113,852
11750,3296,0,5118,866
11775,3296,0,5122,866
11800,3296,0,5126,868
11825,3296,0,5130,868
11850,3296,0,5137,868
11875,3296,0,5141,880
11900,3296,0,5144,880
11925,3296,0,5149,880
11950,3410,0,5156,880
11975,3410,0,5163,880
12000,3410,0,5170,880
12025,3410,0,5180,880
12050,3410,0,5185,880
12075,3410,0,5189,880
12100,3410,0,5198,882
12125,3410,0,5203,882
12150,3410,0,5206,886
12175,3410,0,5212,886
12200,3410,0,5216,888
12225,3410,0,5220,888
12250,3410,0,5224,888
12275,3410,0,5230,894
12300,3410,0,5234,894
12325,3410,0,5240,896
12350,3410,0,5246,896
12375,3410,0,5254,898
12400,3410,0,5262,898
12425,3410,0,5267,898
12450,3410,0,5271,900
12475,3410,0,5274,900
12500,3410,0,5278,902
12525,3410,0,5282,902
12550,3410,0,5289,904
12575,3410,0,5293,904
12600,3410,0,5295,924
12625,3410,0,5298,924
12650,3410,0,5305,924
12675,3410,0,5312,924
12700,3410,0,5317,924
12725,3410,0,5325,926
12750,3410,0,5328,926
12775,3410,0,5337,928
12800,3410,0,5341,928
12825,3410,0,5343,928
12850,3410,0,5347,928
12875,3410,0,5356,928
12900,3410,0,5360,928
12925,3410,0,5363,928
12950,3410,0,5368,938
12975,3410,0,5374,938
13000,3410,0,5378,946
13025,3410,0,5382,946
13050,3410,0,5387,946
13075,3410,0,5392,956
13100,3410,0,5397,956
13125,3410,0,5402,960
13150,3524,0,5409,960
13175,3524,0,5416,962
13200,3524,0,5421,962
13225,3524,0,5427,964
13250,3524,0,5431,964
13275,3524,0,5436,964
13300,3524,0,5440,966
13325,3524,0,5445,966
13350,3524,0,5450,972
13375,3524,0,5452,972
13400,3524,0,5454,976
13425,3524,0,5460,976
13450,3524,0,5467,976
13475,3524,0,5473,978
13500,3524,0,5480,978
13525,3524,0,5485,982
13550,3524,0,5491,982
13575,3524,0,5496,986
13600,3524,0,5500,986
13625,3524,0,5504,994
13650,3524,0,5512,994
13675,3524,0,5515,994
13700,3524,0,5522,996
13725,3524,0,5525,996
13750,3524,0,5529,998
13775,3524,0,5532,998
13800,3524,0,5537,1006
13825,3524,0,5540,1006
13850,3524,0,5543,1006
13875,3524,0,5549,1008
13900,3524,0,5555,1008
13925,3524,0,5558,1010
13950,3524,0,5564,1010
13975,3524,0,5570,1012
14000,3524,0,5575,1012
14025,3524,0,5576,1026
14050,3524,0,5583,1026
14075,3524,0,5587,1026
14100,3524,0,5593,1032
14125,3524,0,5600,1032
14150,3524,0,5602,1050
14175,3524,0,5606,1050
14200,3524,0,5611,1062
14225,3524,0,5616,1062
14250,3524,0,5621,1062
14275,3524,0,5624,1064
14300,3524,0,5629,1064
14325,3524,0,5633,1066
14350,3524,0,5637,1066
14375,3524,0,5644,1082
14400,3524,0,5650,1082
14425,3524,0,5652,1084
14450,3524,0,5655,1084
14475,3524,0,5658,1084
14500,3638,0,5666,1086
14525,3638,0,5668,1086
14550,3638,0,5675,1098
14575,3638,0,5678,1098
14600,3638,0,5685,1100
14625,3638,0,5690,1100
14650,3638,0,5694,1114
14675,3638,0,5698,1114
14700,3638,0,5701,1114
14725,3638,0,5706,1116
14750,3638,0,5711,1116
14775,3638,0,5716,1122
14800,3638,0,5721,1122
14825,3638,0,5726,1122
14850,3638,0,5732,1122
14875,3638,0,5736,1122
14900,3638,0,5740,1124
14925,3638,0,5746,1124
14950,3638,0,5751,1136
14975,3638,0,5755,1136
15000,3638,0,5763,1138
15025,3638,0,5766,1138
15050,3638,0,5771,1140
15075,3638,0,5774,1140
15100,3638,0,5779,1140
15125,3638,0,5784,1144
15150,3638,0,5791,1144
15175,3638,0,5793,1146
15200,3638,0,5797,1146
15225,3638,0,5801,1146
15250,3638,0,5805,1146
15275,3638,0,5809,1146
15300,3638,0,5814,1150
15325,3638,0,5822,1150
15350,3638,0,5827,1152
15375,3638,0,5829,1152
15400,3638,0,5833,1156
15425,3638,0,5840,1156
15450,3638,0,5843,1158
15475,3638,0,5847,1158
15500,3638,0,5853,1158
15525,3638,0,5855,1158
15550,3638,0,5861,1158
15575,3638,0,5866,1174
15600,3638,0,5869,1174
15625,3638,0,5873,1176
15650,3638,0,5882,1176
15675,3638,0,5885,1176
15700,3638,0,5888,1178
15725,3638,0,5891,1178
15750,3638,0,5895,1180
15775,3638,0,5897,1180
15800,3638,0,5901,1184
15825,3638,0,5905,1184
15850,3638,0,5909,1186
15875,3638,0,5913,1186
15900,3638,0,5919,1186
15925,3638,0,5923,1194
15950,3752,0,5929,1194
15975,3752,0,5934,1196
16000,3752,0,5938,1196
16025,3752,0,5940,1196
16050,3752,0,5946,1196
16075,3752,0,5950,1196
16100,3752,0,5955,1196
16125,3752,0,5959,1196
16150,3752,0,5962,1196
16175,3752,0,5965,1196
16200,3752,0,5971,1196
16225,3752,0,5976,1196
16250,3752,0,5980,1196
16275,3752,0,5983,1196
16300,3752,0,5987,1196
16325,3752,0,5991,1198
16350,3752,0,5994,1198
16375,3752,0,5997,1200
16400,3752,0,6000,1200
16425,3752,0,6000,1206
16450,3752,0,6000,1206
16475,3752,0,6000,1208
16500,3752,0,6002,1208
16525,3752,0,6003,1208
16550,3752,0,6005,1210
16575,3752,0,6007,1210
16600,3752,0,6013,1212
16625,3752,0,6019,1212
16650,3752,0,6022,1212
16675,3752,0,6024,1212
16700,3752,0,6026,1212
16725,3752,0,6030,1212
16750,3752,0,6034,1212
16775,3752,0,6040,1212
16800,3752,0,6044,1212
16825,3752,0,6046,1212
16850,3752,0,6054,1212
16875,3752,0,6058,1214
16900,3752,0,6061,1214
16925,3752,0,6063,1214
16950,3752,0,6068,1216
16975,3752,0,6071,1216
17000,3752,0,6075,1226
17025,3752,0,6078,1226
17050,3752,0,6081,1228
17075,3752,0,6083,1228
17100,3752,0,6087,1228
17125,3752,0,6094,1230
17150,3752,0,6099,1230
17175,3752,0,6103,1234
17200,3752,0,6106,1234
17225,3752,0,6107,1236
17250,3752,0,6112,1236
17275,3752,0,6116,1238
17300,3752,0,6118,1238
17325,3752,0,6125,1238
17350,3752,0,6126,1246
17375,3752,0,6130,1246
17400,3752,0,6133,1252
17425,3752,0,6136,1252
17450,3752,0,6142,1254
17475,3752,0,6148,1254
17500,3752,0,6153,1254
17525,3866,0,6157,1254
17550,3866,0,6160,1254
17575,3866,0,6165,1260
17600,3866,0,6167,1260
17625,3866,0,6171,1264
17650,3866,0,6172,1264
17675,3866,0,6180,1268
17700,3866,0,6184,1268
17725,3866,0,6186,1268
17750,3866,0,6196,1282
17775,3866,0,6198,1282
17800,3866,0,6201,1282
17825,3866,0,6204,1282
17850,3866,0,6208,1282
17875,3866,0,6210,1282
17900,3866,0,6215,1284
17925,3866,0,6220,1284
17950,3866,0,6222,1284
17975,3866,0,6226,1284
18000,3866,0,6229,1284
18025,3866,0,6230,1286
18050,3866,0,6236,1286
18075,3866,0,6240,1286
18100,3866,0,6246,1286
18125,3866,0,6249,1286
18150,3866,0,6254,1306
18175,3866,0,6256,1306
18200,3866,0,6259,1308
18225,3866,0,6263,1308
18250,3866,0,6268,1308
18275,3866,0,6269,1308
18300,3866,0,6273,1308
18325,3866,0,6276,1308
18350,3866,0,6276,1308
18375,3866,0,6277,1308
18400,3866,0,6281,1308
18425,3866,0,6288,1308
18450,3866,0,6292,1308
18475,3866,0,6300,1308
18500,3866,0,6305,1308
18525,3866,0,6306,1308
18550,3866,0,6311,1322
18575,3866,0,6312,1322
18600,3866,0,6316,1326
18625,3866,0,6318,1326
18650,3866,0,6320,1328
18675,3866,0,6322,1328
18700,3866,0,6325,1330
18725,3866,0,6329,1330
18750,3866,0,6335,1330
18775,3866,0,6341,1332
18800,3866,0,6344,1332
18825,3866,0,6348,1334
18850,3866,0,6350,1334
